sentence,label,idx
muccino either does n't notice when his story ends or just ca n't tear himself away from the characters ,0,35139
a fullness that does not negate the subject ,1,61246
` ace ventura ' rip-off ,0,60166
's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' ,0,59696
badly-rendered cgi effects ,0,65090
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves . ",1,49282
"to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being ",1,52579
are sweet and believable ,1,42290
lacks the detail of the book ,0,33992
a more credible script ,1,13292
", hollywood ending is a depressing experience ",0,12040
it never bothers to question why somebody might devote time to see it ,0,7073
weaves us into a complex web . ,1,50228
by people to whom the idea of narrative logic or cohesion is an entirely foreign concept ,0,9899
"girls ca n't swim represents an engaging and intimate first feature by a talented director to watch , ",1,36429
that breaks your heart ,0,40567
rife with miscalculations ,0,59956
"`` bad '' is the operative word for `` bad company , '' and i do n't mean that in a good way . ",0,64546
even the bull gets recycled . ,1,64805
are good ,1,59914
engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks ,1,4856
rattling the viewer ,1,17252
"combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched . ",1,65242
see it ,1,37589
convincing way ,1,13154
that might have required genuine acting from ms. spears ,0,18703
remarkable movie ,1,4582
"clichés , depression and ",0,50039
about one in three gags in white 's intermittently wise script hits its mark ; ,0,36605
you 'll know a star when you see one . ,1,38978
"begins with promise , but runs aground after being snared in its own tangled plot ",0,16002
grade-school audience ,0,9677
of scorn ,0,54318
", this melancholic film noir reminded me a lot of memento ... ",1,39183
cho 's previous concert comedy film ,1,61000
an empty exercise ,0,18678
"there is a certain sense of experimentation and improvisation to this film that may not always work , but ",0,1619
the funniest american comedy ,1,9822
nincompoop benigni persona ,0,19692
that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,0,33322
a stultifyingly obvious one ,0,1849
wastes its time on mood rather than ,0,14641
exceptional lead performances ,1,1052
breezy movie ,1,60602
"never found its audience , probably because it 's extremely hard to relate to any of the characters . ",0,34926
will still come away with a sense of his reserved but existential poignancy . ,1,5386
by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act ,0,1066
bland ,0,10806
irritating ,0,5120
a few ear-pleasing songs ,1,45486
"is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us ",0,34610
it 's an unhappy situation all around . ,0,5724
makes an amazing breakthrough ,1,44645
be why it works as well as it does ,1,45935
burnt out on it 's a wonderful life marathons and bored with a christmas carol ,0,35658
bon appétit ! ,1,18066
"schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness . ",0,19438
like such a bore ,0,64671
inane ,0,30535
a fascinating film ,1,37755
a dark-as-pitch comedy ,0,13130
of soliloquies about nothing delivered by the former mr. drew barrymore ,0,33190
as simple and innocent a movie as you can imagine . ,1,53610
"did no one on the set have a sense of humor , or did they not have the nerve to speak up ? ",0,32243
incredible ,1,50442
they were insulted and the audience was put through torture for an hour and a half ,0,19826
a fine job ,1,34874
the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood ,0,26241
light treat ,1,48282
"funny , sexy , devastating and incurably romantic . ",1,64177
lost the ability to think ,0,43051
pretty well ,1,27316
unlike lots of hollywood fluff ,1,54628
to the point of ridiculousness ,0,31346
a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists . ,1,23213
the guys still feels counterproductive ,0,28236
"clumsily staged violence overshadows everything , including most of the actors . ",0,1757
well-directed and ,1,60874
"'s definitely not made for kids or their parents , for that matter ",0,20110
who possibly will enjoy it ,0,9733
is shockingly bad and absolutely unnecessary ,0,19664
"resolutely unamusing , how thoroughly unrewarding all of this is ",0,36311
"barely shocking , barely interesting and most of all , barely anything ",0,54339
"into bizarre , implausible behavior ",0,42932
irreverent energy ,1,6560
often watchable ,1,13350
it 's simply unbearable ,0,53098
would have a good time here ,1,5818
bitchy ,0,59639
quietly vulnerable ,1,13973
"a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms. mirren , who did ) ",1,37343
dislocation ,0,24709
the masterful british actor ian holm ,1,3138
"without a fresh infusion of creativity , 4ever is neither a promise nor a threat so much as wishful thinking . ",0,40338
's hardly watchable ,0,26312
"it 's crafty , energetic and smart -- ",1,9114
"the audience when i saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack . ",0,57764
"as sand 's masculine persona , with its love of life and beauty , takes form ",1,30928
essentially a collection of bits -- ,0,272
does justice ,1,64941
insulted ,0,36768
some serious suspense ,1,1043
parris ' performance is credible and remarkably mature . ,1,31599
comes across as stick figures reading lines from a teleprompter ,0,32452
an engrossing and grim portrait of hookers : what they think of themselves and their clients ,1,26675
a breadth of vision and ,1,29061
incongruous summer playoff ,0,50587
fills time ,0,17742
exceptionally dreary and overwrought ,0,46801
as you would expect from the directors of the little mermaid and aladdin ,1,35071
likely to cause massive cardiac arrest if taken in large doses ,0,28744
's a hellish ,0,12066
"like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",1,48803
"'s a terrible movie in every regard , and utterly painful to watch . ",0,23200
initially gripping ,1,61305
most memorable ,1,29383
from a television monitor ,1,3747
's harder still to believe that anyone in his right mind would want to see the it ,0,48488
"it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires . ",0,17245
kills every sense of believability ,0,17732
yet it 's potentially just as rewarding ,1,19278
"distances you by throwing out so many red herrings , so many false scares , ",0,22198
more interesting -- ,1,11876
the brilliant surfing photography ,1,29470
"so sloppy , ",0,64472
japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ... ,0,19047
"why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world ",1,9137
hugely enjoyable in its own right though not really ,1,22269
is by far the worst movie of the year . ,0,62330
limited ,0,11597
wholly believable and heart-wrenching ,1,30251
a really bad imitation ,0,53538
", he can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities . ",0,28465
"originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller . ",1,42359
abrupt ,0,42888
"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack ",0,46429
"most audacious , outrageous , ",1,163
did n't offer an advance screening ,0,35636
heedless ,0,9988
may well be the year 's best and most unpredictable comedy . ,1,64126
the wrong times ,0,52616
great monster/science fiction flicks ,1,64899
"except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes ",0,46732
would be terrific to read about ,1,4550
a beautiful film for people who like their romances to have that french realism ,1,56644
'' is the operative word for `` bad company ,0,51686
to sit through it again ,0,14198
the road warrior ,1,43834
made for the tube ,0,33269
ignorant fairies is still quite good-natured and not a bad way to spend an hour or two . ,1,16406
